path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;039days 00h 35m 51s;028days 20h 56m 18s;000days 00h 00m 21s;086days 06h 21m 09s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,check,finish editing,finish editing;no data;000days 00h 00m 00s;008days 13h 45m 36s;061days 03h 21m 43s;025days 10h 06m 03s;000days 00h 00m 22s;001days 08h 43m 02s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,finish editing,check,check,finish editing,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;043days 09h 21m 59s;009days 03h 18m 48s;000days 00h 00m 04s;019days 01h 03m 33s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;045days 04h 44m 37s;001days 05h 05m 49s;021days 03h 09m 55s;;;;;;;;;
initialize,begin editing,save,insert document,save,check,save,save,save,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,save,finish editing,save,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;038days 16h 37m 33s;001days 02h 11m 17s;000days 02h 58m 33s;003days 11h 57m 29s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,check,check,insert document,save,finish editing;no data;000days 00h 00m 00s;000days 00h 01m 22s;000days 00h 01m 29s;000days 00h 04m 03s;031days 07h 04m 55s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,finish editing;no data;000days 00h 00m 00s;064days 18h 43m 08s;011days 21h 42m 29s;000days 07h 06m 26s;000days 00h 00m 33s;000days 00h 19m 18s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,check,save,save,save,save,check,finish editing;no data;000days 01h 30m 54s;004days 12h 25m 40s;000days 00h 00m 16s;000days 00h 00m 21s;000days 00h 00m 09s;;;;;;;;
initialize,begin editing,insert document,save,check,check,finish editing,save,check,finish editing,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;059days 14h 30m 34s;021days 06h 05m 02s;013days 04h 03m 57s;002days 08h 47m 28s;;;;;;;;
initialize,begin editing,check,check,insert document,save,check,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;025days 01h 03m 24s;000days 00h 01m 36s;000days 00h 00m 03s;008days 01h 16m 51s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;096days 13h 38m 44s;089days 05h 33m 00s;000days 00h 00m 57s;000days 00h 00m 13s;000days 00h 46m 10s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,save,check,finish editing,insert document,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;036days 08h 11m 17s;280days 20h 39m 33s;000days 00h 06m 41s;000days 22h 54m 26s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;026days 06h 03m 54s;034days 03h 02m 40s;000days 00h 00m 08s;;000days 11h 19m 02s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,check,check,save,finish editing,save,check,finish editing,save,check,finish editing,check,finish editing;no data;000days 00h 00m 00s;013days 23h 32m 07s;005days 18h 26m 32s;000days 00h 00m 25s;008days 01h 31m 49s;;;;;;;;
initialize,begin editing,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing;no data;001days 00h 16m 28s;011days 23h 19m 02s;260days 21h 47m 56s;000days 00h 00m 02s;011days 00h 04m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,check,finish editing,save,check,finish editing,check,finish editing;no data;000days 00h 00m 00s;025days 11h 02m 01s;029days 18h 53m 33s;000days 00h 00m 11s;005days 13h 03m 46s;001days 08h 37m 12s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,check,insert document,save,save,save,check,finish editing;no data;003days 04h 09m 20s;000days 00h 08m 04s;004days 00h 13m 04s;000days 00h 01m 40s;020days 23h 31m 06s;;;;;;;;
initialize,begin editing,save,check,save,insert document,save,check,check,check,finish editing,insert document,save,check,check,finish editing,save,check,finish editing;no data;004days 02h 47m 38s;005days 09h 15m 46s;006days 11h 51m 24s;004days 08h 16m 09s;016days 10h 03m 45s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;077days 03h 18m 49s;114days 21h 03m 20s;000days 00h 00m 06s;000days 00h 00m 19s;000days 00h 19m 10s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,finish editing,save,save,finish editing,save,finish editing,save,save,finish editing,save,finish editing,save,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;043days 19h 22m 30s;007days 02h 38m 37s;000days 01h 17m 58s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,save,check,finish editing;no data;000days 00h 00m 00s;009days 07h 37m 28s;018days 19h 13m 59s;000days 00h 00m 03s;000days 00h 16m 14s;000days 00h 19m 18s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,check,finish editing,save,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;044days 16h 52m 36s;002days 03h 59m 44s;000days 00h 00m 57s;000days 00h 00m 41s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing;no data;000days 00h 00m 00s;055days 10h 31m 29s;118days 19h 03m 38s;000days 00h 00m 08s;012days 14h 52m 13s;000days 00h 13m 00s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,check,check,finish editing,finish editing,insert document,save,save,save,save,finish editing;no data;000days 00h 03m 23s;007days 21h 03m 27s;000days 00h 00m 29s;000days 06h 18m 34s;000days 00h 00m 20s;;;;;;;;
initialize,begin editing,insert document,save,save,check,save,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;019days 00h 23m 33s;002days 23h 11m 12s;000days 00h 00m 04s;003days 15h 13m 29s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,save,save,finish editing,finish editing;no data;000days 00h 00m 00s;022days 05h 12m 26s;131days 02h 23m 32s;067days 04h 56m 39s;;000days 00h 19m 28s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,check,insert document,save,save,check,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;035days 15h 03m 03s;000days 00h 03m 25s;000days 00h 00m 47s;005days 13h 57m 49s;;;;;;;;
initialize,begin editing,insert document,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;004days 15h 33m 13s;013days 05h 44m 47s;000days 00h 00m 00s;065days 02h 35m 00s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,save,save,finish editing;no data;000days 00h 00m 00s;001days 08h 06m 30s;053days 00h 19m 04s;000days 00h 01m 44s;;000days 01h 20m 13s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,check,check,finish editing;no data;000days 00h 00m 01s;;;000days 00h 00m 04s;011days 19h 10m 03s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,save,finish editing,save,save,save,finish editing,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing,save,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;030days 11h 42m 35s;003days 01h 00m 42s;001days 06h 48m 57s;000days 00h 00m 33s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;088days 08h 22m 59s;002days 00h 09m 20s;000days 00h 00m 23s;000days 00h 00m 24s;105days 05h 17m 52s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing,save,finish editing,finish editing;no data;000days 00h 00m 00s;047days 15h 52m 55s;085days 01h 10m 59s;002days 10h 16m 50s;;001days 08h 43m 05s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing;no data;000days 00h 00m 00s;052days 06h 56m 34s;073days 05h 24m 02s;033days 20h 29m 29s;000days 00h 00m 48s;000days 11h 15m 18s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;117days 10h 37m 21s;090days 07h 54m 53s;002days 08h 19m 19s;000days 00h 00m 09s;000days 00h 39m 57s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;032days 16h 35m 19s;019days 22h 05m 14s;000days 00h 00m 22s;;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,check,finish editing;no data;000days 00h 00m 00s;141days 16h 48m 45s;076days 06h 26m 03s;000days 00h 00m 07s;000days 23h 41m 38s;000days 00h 19m 01s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;126days 00h 47m 00s;068days 20h 14m 23s;000days 00h 00m 01s;013days 05h 37m 02s;000days 00h 12m 33s;000days 00h 00m 01s;000days 00h 00m 02s;000days 00h 00m 03s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;090days 14h 40m 21s;019days 03h 42m 08s;004days 08h 02m 13s;;027days 23h 51m 06s;000days 00h 00m 02s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 00m 01s;;;
initialize,begin editing,insert document,save,save,save,save,insert document,save,check,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;128days 16h 54m 50s;010days 01h 05m 34s;002days 09h 08m 33s;009days 00h 37m 50s;;;;;;;;
initialize,begin editing,check,check,check,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;055days 23h 08m 51s;000days 00h 05m 34s;000days 00h 00m 02s;013days 20h 34m 34s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing,save,save,save,save,save,save,finish editing,save,save,save,check,finish editing;no data;000days 00h 00m 01s;045days 16h 33m 55s;000days 00h 36m 26s;000days 03h 38m 01s;014days 08h 48m 52s;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing;no data;000days 00h 00m 00s;040days 09h 42m 37s;010days 22h 45m 10s;052days 10h 38m 53s;053days 02h 21m 13s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,check,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;024days 15h 20m 34s;059days 02h 39m 39s;000days 00h 15m 29s;000days 00h 00m 09s;000days 11h 15m 52s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,finish editing,save,finish editing,finish editing;no data;000days 00h 00m 00s;051days 21h 32m 42s;000days 00h 04m 27s;113days 23h 36m 28s;005days 02h 34m 12s;;;;;;;;
initialize,begin editing,insert document,save,save,check,save,check,finish editing,save,check,finish editing,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing;no data;000days 00h 00m 01s;056days 19h 38m 20s;031days 20h 35m 20s;002days 04h 26m 31s;000days 00h 00m 19s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;073days 18h 30m 16s;080days 00h 07m 55s;000days 00h 00m 15s;000days 00h 01m 05s;000days 00h 19m 10s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,finish editing,save,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;037days 06h 31m 01s;064days 06h 05m 31s;009days 00h 23m 02s;000days 00h 00m 13s;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,save,save,check,save,check,save,check,finish editing,save,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;045days 15h 17m 28s;026days 03h 30m 23s;000days 00h 00m 59s;000days 00h 01m 08s;;;;;;;;
initialize,begin editing,insert document,save,save,check,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,save,check,finish editing,save,check,finish editing,finish editing;no data;000days 00h 00m 01s;021days 03h 39m 29s;010days 00h 39m 55s;124days 00h 11m 51s;017days 20h 16m 17s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,save,save,save,save,save,save,save,save,save,check,finish editing;no data;000days 00h 00m 05s;003days 15h 10m 21s;000days 00h 00m 15s;000days 00h 00m 10s;000days 00h 01m 05s;;;;;;;;
initialize,begin editing,save,insert document,save,save,check,check,finish editing,save,save,save,save,check,check,finish editing,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;023days 17h 08m 50s;014days 23h 09m 16s;000days 00h 00m 11s;000days 00h 03m 16s;;;;;;;;
initialize,insert document,save,begin editing,save,save,save,save,save,save,check,finish editing;no data;002days 21h 48m 02s;007days 03h 55m 50s;000days 00h 00m 08s;000days 00h 00m 14s;000days 00h 02m 35s;;;;;;;;
initialize,begin editing,insert document,save,save,check,save,check,finish editing,save,save,save,save,save,save,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;001days 08h 36m 47s;003days 00h 29m 11s;000days 00h 00m 08s;009days 12h 50m 48s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;078days 18h 03m 33s;036days 00h 59m 27s;000days 00h 00m 30s;000days 00h 02m 58s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;094days 22h 59m 21s;097days 03h 30m 30s;000days 00h 00m 23s;000days 00h 00m 37s;000days 00h 18m 57s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,check,finish editing;no data;000days 00h 00m 00s;013days 10h 40m 13s;473days 00h 31m 17s;000days 00h 00m 04s;033days 06h 00m 47s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,save,finish editing,save,check,save,finish editing,save,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;038days 05h 53m 49s;000days 00h 04m 06s;017days 10h 51m 00s;023days 10h 24m 05s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing,finish editing,finish editing,finish editing,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;023days 05h 17m 28s;044days 23h 50m 23s;039days 15h 00m 49s;000days 00h 00m 36s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,save,check,finish editing,save,check,finish editing,save,save,finish editing,save,finish editing,finish editing;no data;000days 00h 00m 01s;036days 13h 28m 17s;045days 02h 01m 58s;031days 09h 08m 28s;029days 15h 15m 14s;;;;;;;;
initialize,begin editing,finish editing,save,finish editing,finish editing,insert document,save,finish editing,save,save,finish editing;no data;000days 00h 00m 00s;026days 06h 33m 08s;261days 00h 51m 02s;049days 05h 51m 30s;;;;;;;;;
initialize,begin editing,insert document,save,insert document,save,check,finish editing,save,check,finish editing;no data;000days 02h 00m 09s;039days 16h 25m 35s;030days 23h 18m 44s;000days 00h 00m 04s;000days 00h 00m 11s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,finish editing,save,finish editing,finish editing;no data;000days 00h 00m 00s;027days 18h 47m 44s;026days 07h 06m 08s;000days 11h 10m 08s;035days 18h 07m 55s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,finish editing,finish editing;no data;000days 00h 00m 00s;004days 02h 13m 44s;029days 03h 22m 17s;110days 23h 21m 24s;055days 00h 36m 26s;000days 11h 11m 42s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,save,save,check,check,check,finish editing,save,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;077days 20h 06m 26s;000days 00h 01m 21s;000days 00h 00m 07s;007days 20h 00m 00s;;;;;;;;
initialize,begin editing,check,insert document,save,save,save,save,finish editing,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 01s;012days 06h 13m 05s;000days 00h 00m 53s;000days 00h 00m 15s;021days 05h 52m 54s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;064days 19h 40m 41s;000days 00h 00m 49s;000days 00h 00m 24s;052days 01h 58m 58s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,save,save,save,insert document,save,save,save,finish editing,insert document,save,save,finish editing;no data;014days 02h 05m 54s;001days 21h 32m 10s;028days 09h 40m 19s;000days 00h 00m 30s;;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,finish editing,save,check,check,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;028days 19h 05m 19s;017days 22h 37m 39s;000days 00h 10m 32s;000days 11h 46m 42s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,finish editing,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;018days 04h 36m 16s;075days 07h 04m 45s;000days 00h 00m 05s;;000days 00h 50m 06s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing;no data;000days 00h 00m 00s;077days 06h 34m 16s;070days 04h 34m 18s;027days 03h 06m 22s;000days 00h 00m 53s;001days 08h 42m 51s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,save,finish editing,insert document,save,finish editing;no data;000days 00h 00m 00s;010days 22h 46m 02s;104days 04h 22m 03s;000days 00h 00m 06s;;000days 00h 45m 10s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,finish editing,save,check,finish editing,save,check,finish editing,finish editing;no data;000days 00h 00m 00s;158days 17h 30m 31s;046days 21h 57m 17s;011days 05h 55m 13s;000days 00h 00m 06s;000days 00h 19m 35s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,insert document,save,finish editing,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 01s;104days 18h 44m 29s;000days 00h 00m 29s;000days 00h 00m 10s;001days 04h 47m 22s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 01s;000days 00h 00m 01s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;106days 13h 46m 00s;055days 08h 09m 38s;000days 00h 01m 33s;000days 00h 00m 54s;000days 11h 25m 31s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,save,insert document,save,check,check,save,finish editing,save,finish editing;no data;000days 00h 00m 01s;022days 16h 24m 48s;005days 21h 08m 08s;000days 00h 00m 04s;007days 19h 40m 20s;;;;;;;;
initialize,begin editing,check,insert document,save,save,save,save,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 01s;090days 16h 57m 13s;000days 18h 14m 21s;000days 00h 00m 25s;000days 08h 53m 56s;;;;;;;;
initialize,begin editing,insert document,save,save,save,check,save,check,finish editing,save,finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;016days 08h 17m 19s;013days 21h 07m 56s;034days 23h 19m 10s;000days 00h 00m 29s;;;;;;;;
