path;fail rate in %;bot share in %
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;0.0;44.44
initialize,begin editing,save,insert document,save,insert document,save,save,save,save,save,save,save,check,finish editing;0.0;0.0
initialize,begin editing,insert document,save,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing;0.0;12.5
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,insert document,save;0.0;82.35
initialize,begin editing,insert document,save,finish editing,save,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing;0.0;11.11
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing,save,check,finish editing;0.0;56.76
initialize,begin editing,insert document,save,check,finish editing,save,finish editing,finish editing;0.0;22.22
initialize,begin editing,check,insert document,save,check,save,save,save,check,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;10.0
initialize,begin editing,save,insert document,save,save,save,check,save,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,finish editing,finish editing,save;0.0;8.33
initialize,begin editing,insert document,save,save,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing;0.0;37.5
initialize,begin editing,check,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;50.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,check,check,save,check,finish editing,save,finish editing;0.0;58.33
initialize,begin editing,insert document,save,check,finish editing,save,check,check,finish editing;0.0;20.0
initialize,begin editing,insert document,save,save,save,check,save,check,finish editing,save,finish editing;0.0;16.67
initialize,begin editing,insert document,save,save,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,save,finish editing;0.0;45.0
initialize,begin editing,insert document,save,save,check,save,check,finish editing,save,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;42.86
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,finish editing,save,save,save,check,finish editing,save,finish editing,save,check,finish editing;0.0;46.67
initialize,begin editing,finish editing,insert document,save,finish editing,finish editing,save,finish editing;0.0;22.22
initialize,begin editing,insert document,save,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing;0.0;53.33
initialize,begin editing,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,check,finish editing;0.0;40.0
initialize,begin editing,insert document,save,save,save,check,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save;0.0;30.0
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,save,save,save,finish editing;0.0;11.11
initialize,begin editing,save,insert document,save,save,insert document,save,save,save,save,save,save,save,finish editing;0.0;0.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,finish editing;0.0;42.42
initialize,begin editing,insert document,save,save,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,save,finish editing,save,finish editing;0.0;32.14
initialize,insert document,save,begin editing,save,save,finish editing,insert document,save,finish editing,save,check,finish editing;0.0;0.0
initialize,begin editing,insert document,save,check,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;60.0
initialize,begin editing,check,insert document,save,check,finish editing,save,check,save,check,finish editing,save,check,finish editing;0.0;13.33
initialize,begin editing,save,check,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;14.29
initialize,begin editing,save,insert document,save,insert document,save,check,check,check,check,check,check,insert document,save,check,finish editing;0.0;0.0
initialize,begin editing,check,check,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,save,finish editing,save,finish editing;0.0;10.0
initialize,begin editing,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing;0.0;53.33
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,save,finish editing,save,finish editing;0.0;63.64
initialize,begin editing,insert document,save,check,check,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,save,save,finish editing,save,save,save,save,check,finish editing,save,finish editing;0.0;33.33
initialize,begin editing,check,insert document,save,check,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;14.29
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,insert document,save,check,check,save,check,check,finish editing,check,finish editing;0.0;42.11
initialize,begin editing,save,finish editing,save,check,finish editing;0.0;14.29
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing;0.0;75.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,finish editing;0.0;87.5
initialize,begin editing,save,insert document,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;0.0;80.0
initialize,begin editing,finish editing,save,check,finish editing,insert document,save,save,save,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing;0.0;8.33
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,finish editing;0.0;72.73
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,insert document,save,check,check,finish editing,save,save,check,finish editing,save,check,finish editing;0.0;51.85
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,save,check,check,finish editing;0.0;66.67
initialize,begin editing,insert document,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;45.45
initialize,begin editing,check,check,insert document,save,finish editing,save,finish editing;0.0;33.33
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,finish editing,save,finish editing,save,check,finish editing;0.0;58.33
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,finish editing;0.0;50.0
initialize,begin editing,insert document,save,check,save,check,finish editing,finish editing,finish editing,save,finish editing,save,check,finish editing;0.0;13.33
initialize,begin editing,insert document,save,save,save,check,finish editing,save,finish editing,save,check,finish editing,save,save,save,save,save,save,save,save,save,finish editing;0.0;8.7
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,check,finish editing;0.0;61.54
initialize,begin editing,insert document,save,save,save,save,finish editing,save,finish editing;0.0;20.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,check,finish editing,save,save,check,finish editing;0.0;60.87
initialize,begin editing,insert document,save,save,check,check,finish editing;0.0;25.0
initialize,begin editing,save,save,save,save,save,finish editing,insert document,save,finish editing,save,finish editing;0.0;7.69
initialize,begin editing,insert document,save,check,save,check,finish editing,finish editing,save,check,finish editing;0.0;16.67
initialize,begin editing,check,check,insert document,save,check,finish editing,save,finish editing,save,finish editing;0.0;20.83
initialize,begin editing,insert document,save,check,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing;0.0;9.09
initialize,begin editing,check,check,insert document,save,save,check,check,finish editing;0.0;30.0
initialize,begin editing,insert document,save,check,save,finish editing,save,finish editing;0.0;22.22
initialize,begin editing,insert document,save,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;0.0;75.0
initialize,begin editing,check,check,finish editing,insert document,save,check,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing;0.0;11.76
initialize,begin editing,finish editing,save,finish editing,save,finish editing;0.0;28.57
initialize,begin editing,save,insert document,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;50.0
initialize,begin editing,save,insert document,save,check,finish editing,save,check,finish editing,save,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;10.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,save,check,finish editing,save,check,finish editing;0.0;60.87
initialize,begin editing,insert document,save,check,save,check,save,save,check,save,save,check,finish editing,save,check,finish editing;0.0;11.76
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing;0.0;60.87
initialize,begin editing,save,insert document,save,check,finish editing,save,check,finish editing;0.0;20.0
initialize,begin editing,check,finish editing,save,finish editing,insert document,save;0.0;25.0
initialize,begin editing,insert document,save,save,check,finish editing,save,check,finish editing,save,finish editing,finish editing,save,finish editing;0.0;13.33
initialize,begin editing,insert document,save,save,finish editing,save,check,finish editing,save,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing;0.0;7.69
initialize,begin editing,insert document,save,save,check,check,save,save,check,check,finish editing;0.0;0.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,finish editing,insert document,save,finish editing,save,check,finish editing;0.0;50.0
initialize,begin editing,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing;0.0;69.23
initialize,begin editing,insert document,save,check,save,check,save,check,finish editing,save,check,finish editing;0.0;15.38
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,save,check,finish editing,save,finish editing;0.0;65.15
initialize,begin editing,insert document,save,save,check,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;60.0
initialize,begin editing,save,insert document,save,save,check,save,check,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing;0.0;11.11
initialize,begin editing,save,save,insert document,insert document,save,save,save,save,save,finish editing;0.0;8.33
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;80.77
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing;0.0;45.16
initialize,begin editing,insert document,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;76.92
initialize,begin editing,check,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;64.29
initialize,begin editing,check,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;15.38
initialize,begin editing,save,insert document,save,insert document,save,finish editing;0.0;0.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,check,finish editing,save,check,finish editing,finish editing;0.0;67.74
initialize,insert document,save,begin editing,save,save,finish editing;0.0;28.57
initialize,begin editing,check,check,finish editing,save,finish editing,insert document,save,finish editing;0.0;20.0
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing;0.0;15.38
initialize,begin editing,check,insert document,save,finish editing,insert document,save,finish editing;0.0;22.22
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;51.85
initialize,begin editing,check,finish editing,save,finish editing,check,insert document,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;0.0;11.76
initialize,begin editing,insert document,save,check,check,save,check,finish editing,save,finish editing;0.0;18.18
initialize,begin editing,save,insert document,save,save,check,check,finish editing;0.0;0.0
initialize,begin editing,insert document,save,check,save,check,save,save,check,finish editing,save,save,save,finish editing,save,save,finish editing,save,finish editing,save,check,finish editing,finish editing,save,save,finish editing,save,finish editing;0.0;6.9
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing;0.0;74.07
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,insert document,save,check,finish editing,save,finish editing;0.0;60.0
initialize,begin editing,insert document,save,check,finish editing,save,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;11.11
initialize,begin editing,check,finish editing,check,finish editing,insert document,save,save,save,save,check,finish editing;0.0;15.38
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;100.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing;0.0;66.67
initialize,begin editing,check,insert document,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;0.0;45.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,finish editing;0.0;77.78
initialize,begin editing,insert document,save,finish editing,finish editing,save,finish editing,save,finish editing;0.0;20.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,check,finish editing;0.0;66.67
initialize,begin editing,insert document,save,check,save,check,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;34.62
initialize,begin editing,insert document,save,check,save,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,finish editing;0.0;10.53
initialize,begin editing,insert document,save,check,save,check,check,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;0.0;39.13
initialize,begin editing,check,insert document,save,save,check,finish editing,save,finish editing,save,finish editing;0.0;16.67
initialize,begin editing,insert document,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;90.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,check,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,save,finish editing,insert document,save,finish editing;0.0;42.42
initialize,begin editing,insert document,save,save,save,save,check,finish editing,save,finish editing,save,finish editing;0.0;15.38
initialize,begin editing,insert document,save,check,save,check,check,check,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;11.11
initialize,begin editing,check,check,check,finish editing,save,finish editing,insert document,save,check,finish editing;0.0;16.67
initialize,begin editing,save,save,insert document,save,check,save,check,finish editing;0.0;0.0
initialize,begin editing,insert document,save,check,save,save,check,save,finish editing,save,finish editing,save,check,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;8.0
initialize,begin editing,insert document,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;0.0;64.29
initialize,begin editing,insert document,save,save,save,save,check,check,check,save,check,save,check,insert document,save,check,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,save,check,finish editing,save,finish editing;0.0;0.0
initialize,begin editing,save,insert document,save,check,save,check,finish editing,save,check,finish editing,save,finish editing;0.0;28.57
initialize,begin editing,save,save,insert document,save,save,save,save,save,save,save,check,check,insert document,save,check,save,save,check,remove document,save,check,finish editing;0.0;4.17
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,check,finish editing,insert document,save,check,finish editing;0.0;66.67
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;51.85
initialize,begin editing,insert document,save,save,save,save,finish editing,finish editing;0.0;22.22
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;11.11
initialize,begin editing,check,insert document,save,check,check,finish editing,save,finish editing,save,check,finish editing;0.0;15.38
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,save,save,check,save,save,save,check,save,check,finish editing,save,check,finish editing,save,save,check,finish editing,save,check,finish editing;0.0;35.9
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,finish editing,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,finish editing;0.0;61.76
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,finish editing;0.0;56.25
initialize,begin editing,save,insert document,save,save,check,finish editing,check,finish editing,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;8.33
initialize,begin editing,check,check,check,check,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing;0.0;16.67
initialize,insert document,save,begin editing,save,save,check,save,check,finish editing,insert document,save,finish editing,save,finish editing;0.0;0.0
initialize,insert document,save,begin editing,save,finish editing,insert document,save,finish editing,save,finish editing;0.0;0.0
initialize,begin editing,insert document,save,check,finish editing,save,check,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;9.52
initialize,begin editing,save,check,check,insert document,save,finish editing,save,finish editing,save,finish editing;0.0;25.0
initialize,begin editing,insert document,save,check,check,save,finish editing,save,check,finish editing;0.0;18.18
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing;0.0;15.38
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,finish editing;0.0;73.68
initialize,begin editing,check,finish editing,save,check,finish editing,insert document,save,check,finish editing;0.0;18.18
initialize,begin editing,insert document,save,check,save,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing;0.0;25.0
initialize,begin editing,check,insert document,save,check,check,finish editing,save,finish editing;0.0;20.0
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,save,check,finish editing;0.0;63.64
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing;0.0;58.33
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,save,save,save,finish editing,save,finish editing,save,finish editing;0.0;50.0
initialize,begin editing,insert document,save,save,check,check,finish editing,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;11.76
initialize,begin editing,save,save,save,save,finish editing,finish editing;0.0;37.5
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing;0.0;83.33
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;0.0;80.77
initialize,begin editing,save,check,finish editing,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;0.0;14.29
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing;0.0;53.85
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,save,finish editing,finish editing;0.0;63.64
initialize,begin editing,insert document,save,save,check,finish editing,finish editing,save,finish editing,save,finish editing;0.0;16.67
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,finish editing,insert document,save,save,finish editing,finish editing,save,finish editing;0.0;44.44
initialize,begin editing,insert document,save,save,save,save,save,finish editing,save,finish editing,save,finish editing,save,finish editing;0.0;13.33
initialize,begin editing,insert document,save,save,save,check,save,check,save,check,finish editing,save,check,finish editing;0.0;13.33
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,save,finish editing,finish editing,finish editing,finish editing;0.0;60.87
initialize,begin editing,insert document,save,save,check,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;0.0;47.37
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,save,check,finish editing,save,save,save,save,check,finish editing,save,finish editing;0.0;36.36
initialize,insert document,save,begin editing,save,save,save,finish editing;0.0;0.0
initialize,begin editing,check,insert document,save,check,finish editing,save,finish editing,save,check,finish editing;0.0;16.67
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,finish editing,check,finish editing,save,finish editing,save,finish editing;0.0;13.33
initialize,begin editing,insert document,save,check,save,finish editing;0.0;28.57
initialize,begin editing,insert document,save,finish editing,save,save,finish editing,finish editing;0.0;22.22
initialize,begin editing,check,insert document,save,check,finish editing,save,check,finish editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;48.48
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,insert document,save,finish editing,save,check,finish editing,save,check,finish editing;0.0;58.33
initialize,begin editing,save,check,insert document,save,check,finish editing,save,check,finish editing;0.0;13.64
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,check,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing;0.0;45.16
initialize,begin editing,insert document,save,check,check,check,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing;0.0;12.5
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing;0.0;75.0
