path;initialize;begin editing;save;insert document;finish editing;check;start auto finish editing;check mandatory fields;check spelling;check consistency;end auto finish editing;discard;remove document;change department
initialize,begin editing,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,finish editing;no data;no data;044days 13h 02m 01s;no data;000days 00h 05m 50s;;019days 21h 49m 42s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,check,check,finish editing,save,check,finish editing,save,check,check,finish editing,save,finish editing;no data;no data;095days 04h 58m 37s;no data;000days 00h 00m 46s;000days 00h 04m 10s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,check,finish editing,insert document,save,finish editing,save,finish editing;no data;no data;012days 10h 27m 42s;no data;001days 06h 38m 56s;017days 23h 22m 16s;000days 01h 57m 14s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,save,save,check,insert document,save,save,finish editing;no data;no data;001days 12h 40m 31s;no data;no data;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;000days 00h 00m 00s;048days 16h 36m 27s;040days 01h 34m 41s;000days 00h 00m 06s;000days 00h 00m 09s;000days 00h 22m 02s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,check,check,finish editing,save,finish editing,check,check,finish editing,insert document,save,check,finish editing,check,finish editing,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;000days 15h 14m 57s;no data;000days 00h 00m 03s;018days 11h 38m 33s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,check,check,save,check,check,finish editing,save,check,finish editing,save,finish editing;no data;no data;031days 22h 22m 51s;no data;000days 00h 00m 02s;014days 01h 51m 58s;;;;;;;;
initialize,begin editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing;no data;no data;023days 06h 56m 14s;no data;280days 17h 26m 20s;;;;;;;;;
initialize,insert document,save,begin editing,save,save,save,save,save,save,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing;no data;no data;086days 17h 05m 56s;028days 23h 34m 54s;000days 00h 05m 44s;;;;;;;;;
initialize,begin editing,insert document,save,check,save,save,check,finish editing,save,check,finish editing,save,check,save,check,check,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;015days 12h 08m 54s;no data;000days 00h 00m 17s;023days 05h 29m 21s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,finish editing,save,check,insert document,save,check,check,finish editing,save,check,check,finish editing,save,check,finish editing,save,check,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,save,save,save,save,check,finish editing;no data;no data;061days 14h 57m 54s;no data;002days 02h 46m 16s;015days 21h 10m 30s;000days 15h 55m 20s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,insert document,save,begin editing,save,check,save,check,check,save,check,finish editing;no data;no data;017days 01h 50m 06s;no data;no data;000days 00h 00m 51s;;;;;;;;
initialize,begin editing,insert document,save,save,save,save,save,save,check,save,save,check,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;125days 09h 58m 27s;no data;000days 00h 00m 41s;000days 00h 00m 45s;;;;;;;;
initialize,begin editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;035days 17h 08m 39s;no data;011days 21h 53m 26s;000days 00h 00m 17s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing;no data;no data;029days 06h 26m 08s;no data;057days 20h 23m 30s;000days 00h 00m 13s;;;;;;;;
initialize,begin editing,insert document,save,save,finish editing,save,finish editing,save,finish editing,finish editing,finish editing,finish editing;no data;no data;128days 00h 41m 05s;no data;018days 11h 02m 19s;;;;;;;;;
initialize,begin editing,insert document,save,save,check,save,check,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;068days 15h 43m 10s;no data;000days 00h 00m 07s;000days 00h 00m 51s;no data;no data;no data;no data;no data;;;
initialize,begin editing,save,check,finish editing,insert document,save,save,check,finish editing;no data;000days 00h 00m 00s;012days 02h 09m 38s;003days 13h 04m 54s;000days 00h 00m 19s;006days 09h 54m 05s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing,finish editing;no data;no data;100days 17h 50m 18s;no data;009days 12h 09m 33s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,check,check,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing;no data;no data;028days 22h 49m 57s;no data;207days 00h 01m 34s;048days 18h 48m 19s;;;;;;;;
initialize,begin editing,insert document,save,check,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,finish editing;no data;no data;134days 09h 15m 21s;no data;000days 00h 00m 03s;031days 19h 20m 15s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,save,finish editing,check,save,finish editing,save,finish editing,save,finish editing,save,check,finish editing;no data;no data;094days 22h 54m 48s;no data;000days 00h 19m 30s;000days 00h 00m 31s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,save,finish editing,save,save,check,finish editing;no data;no data;191days 19h 47m 25s;no data;000days 00h 00m 08s;no data;001days 22h 04m 05s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,check,finish editing,save,check,finish editing,save,check,check,check,finish editing,save,finish editing;no data;no data;029days 21h 05m 35s;no data;000days 00h 01m 47s;000days 01h 04m 20s;000days 16h 08m 38s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,save,insert document,save,check,finish editing,save,finish editing;no data;000days 00h 00m 00s;017days 19h 46m 38s;043days 01h 19m 23s;000days 00h 00m 35s;000days 00h 00m 04s;;;;;;;;
initialize,begin editing,check,check,insert document,save,check,save,save,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;031days 23h 29m 07s;no data;000days 00h 00m 07s;025days 11h 06m 23s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,check,finish editing;no data;no data;000days 00h 01m 18s;no data;000days 00h 00m 04s;no data;000days 15h 56m 47s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,check,finish editing,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;006days 23h 38m 10s;no data;000days 00h 00m 03s;021days 23h 59m 17s;000days 00h 26m 39s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,save,save,check,save,finish editing;no data;no data;020days 08h 08m 44s;;no data;no data;;;;;;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;023days 13h 19m 14s;no data;000days 00h 00m 01s;013days 13h 53m 52s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,save,save,finish editing,save,finish editing;no data;000days 00h 00m 00s;261days 16h 11m 54s;019days 22h 59m 43s;036days 08h 28m 12s;;;;;;;;;
initialize,begin editing,check,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing;no data;no data;138days 07h 49m 21s;no data;000days 00h 00m 29s;018days 13h 49m 53s;;;;;;;;
initialize,begin editing,save,save,save,check,insert document,save,save,save,save,save,save,check,finish editing;no data;no data;011days 02h 38m 30s;no data;no data;000days 00h 00m 26s;;;;;;;;
initialize,begin editing,check,insert document,save,check,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing;no data;no data;039days 19h 47m 28s;no data;002days 21h 24m 27s;018days 12h 35m 32s;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing,save,save,save,save,finish editing;no data;no data;080days 03h 30m 28s;no data;000days 00h 08m 17s;000days 00h 00m 02s;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,save,check,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;069days 02h 10m 41s;no data;002days 12h 04m 56s;010days 22h 36m 14s;no data;no data;no data;no data;no data;;;
initialize,begin editing,finish editing,insert document,save,finish editing,finish editing;no data;no data;no data;no data;136days 05h 32m 18s;;;;;;;;;
initialize,begin editing,save,insert document,save,check,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;097days 21h 39m 05s;no data;000days 00h 01m 03s;005days 14h 36m 42s;;;;;;;;
initialize,begin editing,insert document,save,save,check,finish editing,check,finish editing;no data;no data;000days 00h 03m 35s;no data;000days 00h 00m 00s;008days 13h 11m 25s;;;;;;;;
initialize,begin editing,save,insert document,save,check,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;000days 00h 01m 04s;040days 05h 48m 22s;no data;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,save,save,save,save,save,finish editing;no data;006days 09h 57m 25s;009days 05h 18m 52s;;023days 07h 36m 18s;;;;;;;;;
initialize,begin editing,check,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;041days 13h 36m 14s;no data;000days 00h 00m 11s;022days 15h 43m 51s;;;;;;;;
initialize,begin editing,save,insert document,save,save,save,insert document,save,save,save,save,save,save,save,check,check,finish editing;no data;no data;002days 23h 18m 28s;031days 19h 40m 57s;no data;002days 20h 59m 07s;;;;;;;;
initialize,begin editing,save,insert document,save,save,save,save,save,save,save,save,save,save,save,check,check,finish editing;no data;no data;008days 21h 48m 16s;no data;no data;014days 00h 45m 38s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing,save,save,save,finish editing,finish editing;no data;no data;008days 21h 29m 02s;no data;211days 07h 53m 06s;;;;;;;;;
initialize,begin editing,insert document,save,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,finish editing,finish editing,finish editing,finish editing,save,finish editing,save,check,finish editing;no data;no data;057days 18h 21m 41s;no data;027days 07h 47m 15s;no data;no data;no data;no data;no data;no data;;;
initialize,insert document,save,begin editing,save,save,check,finish editing;no data;no data;019days 17h 08m 35s;no data;no data;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing;no data;no data;183days 23h 26m 00s;no data;000days 00h 02m 25s;000days 00h 00m 06s;000days 16h 12m 59s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,save,check,finish editing,save,finish editing,finish editing;no data;no data;000days 00h 33m 16s;no data;052days 14h 44m 24s;no data;002days 00h 41m 08s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,insert document,save,begin editing,save,save,insert document,save,save,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;125days 12h 13m 04s;029days 13h 20m 36s;007days 16h 20m 18s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,insert document,save,finish editing,finish editing,save,finish editing,finish editing,save,finish editing;no data;no data;093days 20h 56m 39s;no data;076days 15h 41m 49s;;000days 15h 55m 55s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,save,save,save,check,check,finish editing,check,finish editing,check,insert document,save,check,finish editing,save,finish editing;no data;no data;033days 18h 01m 43s;no data;000days 00h 00m 16s;000days 00h 33m 23s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,check,check,finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,finish editing;no data;no data;118days 18h 33m 44s;no data;022days 22h 14m 17s;002days 11h 12m 43s;no data;no data;no data;no data;no data;;;
initialize,begin editing,save,insert document,save,save,insert document,save,check,finish editing;no data;no data;000days 00h 05m 22s;034days 11h 57m 52s;no data;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,save,check,finish editing,save,check,finish editing,save,check,finish editing;no data;no data;061days 00h 11m 34s;no data;000days 00h 00m 07s;000days 00h 00m 20s;000days 00h 27m 10s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;193days 11h 32m 10s;no data;000days 00h 00m 54s;019days 02h 05m 17s;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,save,finish editing,save,finish editing;no data;no data;113days 04h 03m 19s;no data;000days 00h 00m 32s;no data;no data;no data;no data;no data;no data;;;
initialize,insert document,save,begin editing,save,check,check,insert document,save,check,finish editing;no data;000days 02h 54m 35s;000days 00h 01m 54s;023days 21h 46m 56s;000days 00h 00m 00s;012days 17h 54m 36s;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;042days 19h 04m 43s;no data;000days 00h 10m 34s;no data;;;;;;;;
initialize,begin editing,check,insert document,save,check,save,finish editing;no data;no data;000days 00h 00m 31s;no data;no data;012days 18h 22m 39s;;;;;;;;
initialize,begin editing,insert document,save,check,save,finish editing,save,finish editing,save,finish editing,finish editing;no data;no data;027days 01h 42m 18s;no data;252days 12h 15m 31s;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,finish editing,save,finish editing,finish editing,insert document,save,finish editing;no data;no data;009days 04h 22m 33s;no data;064days 05h 50m 36s;;000days 16h 03m 07s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,check,finish editing,insert document,save,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;101days 07h 44m 24s;no data;000days 00h 00m 06s;026days 08h 58m 36s;;;;;;;;
initialize,begin editing,insert document,save,check,check,finish editing,save,finish editing,finish editing,save,finish editing,check,finish editing,save,finish editing,save,finish editing,finish editing;no data;no data;091days 12h 29m 28s;no data;002days 18h 26m 52s;033days 01h 25m 26s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,check,check,finish editing,save,check,finish editing;no data;no data;038days 10h 42m 06s;no data;000days 00h 00m 05s;000days 00h 02m 40s;000days 02h 15m 17s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,check,finish editing,insert document,save,save,save,finish editing;no data;no data;000days 00h 13m 49s;no data;000days 00h 00m 09s;no data;;;;;;;;
initialize,begin editing,check,insert document,save,check,check,check,save,check,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;075days 09h 08m 28s;no data;000days 00h 01m 41s;009days 21h 25m 49s;;;;;;;;
initialize,begin editing,save,insert document,save,check,save,check,insert document,save,save,check,finish editing;no data;no data;000days 00h 03m 38s;016days 22h 06m 29s;no data;012days 02h 08m 13s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,change department;no data;no data;;;000days 00h 00m 00s;;001days 22h 16m 37s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;no data
initialize,begin editing,insert document,save,check,check,finish editing,save,finish editing,finish editing,finish editing,finish editing,finish editing,check,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing;no data;no data;015days 15h 52m 47s;no data;016days 22h 00m 24s;010days 07h 28m 05s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;177days 00h 19m 25s;no data;000days 10h 39m 44s;;;;;;;;;
initialize,begin editing,insert document,save,check,finish editing,save,check,finish editing,save,check,finish editing,save,check,finish editing,finish editing,save,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;059days 16h 53m 04s;no data;013days 10h 12m 42s;000days 00h 00m 03s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,check,finish editing;no data;no data;096days 03h 13m 08s;no data;000days 00h 00m 13s;000days 00h 00m 22s;000days 00h 51m 34s;000days 00h 00m 01s;000days 00h 00m 03s;000days 00h 00m 05s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,finish editing,finish editing;no data;no data;002days 06h 48m 55s;no data;000days 19h 40m 45s;;;;;;;;;
initialize,begin editing,save,check,check,finish editing,insert document,save,finish editing,finish editing;no data;no data;022days 01h 09m 57s;no data;065days 01h 10m 00s;000days 00h 00m 38s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,check,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing;no data;no data;025days 06h 46m 44s;no data;000days 00h 00m 01s;000days 00h 00m 02s;002days 00h 35m 49s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,save,save,save,check,save,check,check,check,finish editing;no data;no data;015days 10h 33m 07s;;no data;038days 00h 03m 16s;;;;;;;;
initialize,begin editing,insert document,save,finish editing,save,check,finish editing,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing,finish editing,save,check,finish editing,check,finish editing,save,finish editing,save,finish editing;no data;no data;050days 09h 10m 15s;no data;035days 20h 35m 48s;058days 21h 05m 09s;no data;no data;no data;no data;no data;;;
initialize,begin editing,save,insert document,save,save,finish editing,save,finish editing,save,save,save,save,save,save,finish editing;no data;no data;018days 14h 37m 39s;no data;000days 00h 00m 02s;;;;;;;;;
initialize,begin editing,save,save,finish editing,finish editing;no data;no data;000days 00h 16m 44s;;051days 09h 29m 46s;;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,check,finish editing,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,save,finish editing,finish editing,save,finish editing,finish editing;no data;no data;047days 17h 33m 00s;no data;082days 05h 12m 53s;000days 00h 00m 07s;no data;no data;no data;no data;no data;;;
initialize,begin editing,save,save,finish editing,insert document,save,save,check,finish editing,save,check,finish editing;no data;no data;212days 02h 17m 53s;no data;000days 00h 00m 42s;042days 10h 11m 24s;;;;;;;;
initialize,begin editing,insert document,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,finish editing,save,save,save,finish editing,save,save,finish editing,save,finish editing,save,finish editing,finish editing;no data;no data;079days 11h 09m 50s;no data;069days 10h 46m 38s;no data;039days 13h 55m 00s;000days 00h 00m 00s;000days 00h 00m 03s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;no data;255days 22h 21m 21s;no data;000days 00h 00m 03s;no data;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,insert document,save,save,save,save,save,save,check,check,save,check,finish editing,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing,save,finish editing;no data;no data;107days 15h 00m 06s;no data;013days 01h 17m 13s;000days 11h 51m 00s;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,check,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,save,save,save,save,save,save,save,save,save,save,finish editing,save,save,check,finish editing;no data;no data;045days 12h 43m 25s;no data;000days 09h 44m 47s;050days 07h 39m 31s;000days 00h 00m 00s;000days 00h 00m 01s;000days 00h 00m 00s;000days 00h 00m 00s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,check,finish editing,save,check,check,finish editing,save,save,save,check,finish editing;no data;no data;008days 13h 59m 14s;no data;000days 00h 00m 02s;000days 00h 00m 08s;000days 00h 27m 06s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,save,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing;no data;000days 00h 00m 00s;023days 20h 35m 56s;004days 06h 03m 38s;000days 00h 00m 00s;030days 04h 33m 30s;001days 02h 28m 21s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,begin editing,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,finish editing,save,finish editing,save,finish editing;no data;no data;086days 15h 48m 25s;no data;003days 11h 10m 28s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;084days 18h 28m 18s;no data;000days 00h 00m 14s;;001days 22h 02m 43s;000days 00h 00m 01s;000days 00h 00m 04s;000days 00h 00m 06s;000days 00h 00m 00s;;;
initialize,begin editing,finish editing,save,finish editing,insert document,save,check,finish editing,save,finish editing,save,finish editing,save,finish editing;no data;no data;081days 04h 38m 01s;no data;002days 14h 25m 30s;no data;;;;;;;;
initialize,begin editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,insert document,save,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;000days 00h 00m 00s;087days 15h 23m 58s;023days 23h 12m 25s;000days 00h 00m 04s;;000days 01h 14m 34s;000days 00h 00m 00s;000days 00h 00m 02s;000days 00h 00m 04s;000days 00h 00m 00s;;;
initialize,insert document,save,begin editing,save,save,save,save,save,save,save,save,save,save,save,save,save,save,check,finish editing,insert document,save,check,finish editing;no data;no data;010days 10h 12m 45s;064days 09h 59m 35s;000days 00h 00m 10s;000days 00h 00m 23s;;;;;;;;
initialize,begin editing,insert document,save,check,check,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,check,finish editing,finish editing;no data;no data;300days 14h 35m 56s;no data;012days 03h 45m 41s;043days 18h 51m 49s;no data;no data;no data;no data;no data;;;
initialize,begin editing,save,check,insert document,save,check,insert document,save,check,insert document,save,check,finish editing;no data;no data;000days 00h 08m 37s;008days 00h 11m 22s;no data;000days 00h 00m 35s;;;;;;;;
initialize,begin editing,insert document,save,save,insert document,save,save,finish editing;no data;no data;018days 22h 38m 57s;007days 00h 35m 31s;no data;;;;;;;;;
initialize,begin editing,insert document,save,save,save,finish editing,check,finish editing,save,finish editing,save,start auto finish editing,check mandatory fields,check spelling,check consistency,end auto finish editing,finish editing,save,finish editing;no data;no data;074days 21h 27m 14s;no data;000days 00h 05m 48s;no data;no data;no data;no data;no data;no data;;;
initialize,begin editing,insert document,save,finish editing,save,finish editing,save,check,finish editing,save,finish editing,save,check,finish editing;no data;no data;075days 20h 59m 49s;no data;045days 03h 53m 38s;000days 00h 00m 00s;;;;;;;;
